0,16.95
1,18.76
2,19.98
3,21.17
4,22.55
5,24.02
6,24.98
7,26.12
8,26.83
9,27.46
10,28.21
11,28.75
12,29.24
13,29.49
14,29.61
15,29.67
16,29.7
17,29.69
18,29.71
19,29.74
20,29.63
21,29.72
22,29.67
23,29.67
24,29.78
25,29.61
26,29.6
27,29.63
28,29.69
29,29.61
30,29.75
31,29.77
32,29.68
33,29.61
34,29.68
35,29.78
36,29.78
37,29.73
38,29.71
39,29.66
40,29.69
41,29.62
42,29.72
43,29.8
44,29.66
45,29.62
46,29.72
47,29.71
48,29.6
49,29.64
50,29.72
51,29.7
52,29.7
53,29.71
54,29.71
55,29.58
56,29.67
57,29.7
58,29.75
59,29.66
60,29.67
61,29.7
62,29.74
63,29.71
64,29.77
65,29.66
66,29.72
67,29.68
68,29.62
69,29.65
70,29.64
71,29.63
72,29.72
73,29.82
74,29.73
75,29.71
76,29.74
77,29.71
78,29.7
79,29.6
80,29.71
81,29.67
82,29.61
83,29.65
84,29.6
85,29.67
86,29.69
87,29.64
88,29.7
89,29.78
90,29.64
91,29.66
92,29.68
93,29.62
94,29.68
95,29.7
96,29.7
97,29.67
98,29.68
99,29.7
