0,17.46
1,19.59
2,21.32
3,22.68
4,24.04
5,24.99
6,26.17
7,27.08
8,27.59
9,28.06
10,28.69
11,29.19
12,29.4
13,29.6
14,29.52
15,29.63
16,29.69
17,29.77
18,29.68
19,29.8
20,29.68
21,29.67
22,29.71
23,29.73
24,29.69
25,29.65
26,29.64
27,29.71
28,29.6
29,29.67
30,29.71
31,29.68
32,29.68
33,29.69
34,29.77
35,29.72
36,29.65
37,29.73
38,29.67
39,29.68
40,29.67
41,29.76
42,29.71
43,29.75
44,29.7
45,29.7
46,29.73
47,29.65
48,29.76
49,29.66
50,29.67
51,29.71
52,29.77
53,29.65
54,29.63
55,29.69
56,29.69
57,29.71
58,29.57
59,29.67
60,29.67
61,29.56
62,29.66
63,29.73
64,29.74
65,29.74
66,29.65
67,29.7
68,29.7
69,29.79
70,29.79
71,29.76
72,29.71
73,29.65
74,29.68
75,29.54
76,29.62
77,29.7
78,29.75
79,29.7
80,29.65
81,29.61
82,29.72
83,29.7
84,29.69
85,29.6
86,29.74
87,29.69
88,29.7
89,29.7
90,29.7
91,29.63
92,29.71
93,29.77
94,29.66
95,29.67
96,29.7
97,29.49
98,29.72
99,29.73
